seed,method,fit,Accuracy,G-Mean,F1
0,Baseline,True,0.5235,0.216794833886788,0.08978032473734479
0,SMOTE,True,0.861,0.8511292498792413,0.8402298850574713
0,Balanced Weights,True,0.875,0.8680581777738172,0.8595505617977528
0,BMR,True,0.791,0.7637047858957019,0.7367758186397985
0,Threshold,True,0.791,0.7637047858957019,0.7367758186397985
0,Slacks Deltas,True,0.9225,0.922147493625613,0.9204720369420215
0,Min Deltas,True,0.9175,0.916515138991168,0.9138381201044387
0,Max Deltas,True,0.748,0.7049851062256564,0.664
0,Avg Deltas,True,0.7745,0.7418517372089926,0.7099678456591639
0,F Deltas,True,0.9175,0.916515138991168,0.9138381201044387
0,CP Sum,True,0.7915,0.7643572463187616,0.7375707992448081
0,CP Minimax,True,0.9255,0.9253701961917727,0.9243270695784662
0,DKW Sum,True,0.7915,0.7643572463187616,0.7375707992448081
0,DKW Minimax,True,0.9255,0.9252945476981911,0.9240183579806222
1,Baseline,True,0.5135,0.1643167672515498,0.05258033106134372
1,SMOTE,True,0.913,0.9118903442848817,0.9089005235602095
1,Balanced Weights,True,0.916,0.9155719523882325,0.9135802469135802
1,BMR,True,0.8985,0.8963927710551887,0.891848694725626
1,Threshold,True,0.8985,0.8963927710551887,0.891848694725626
1,Slacks Deltas,True,0.892,0.890597552208628,0.8971428571428571
1,Min Deltas,True,0.8845,0.8822176602177039,0.8913963328631875
1,Max Deltas,True,0.849,0.8380363953910355,0.8252314814814815
1,Avg Deltas,True,0.8505,0.8397975946619518,0.8272674754477181
1,F Deltas,True,0.884,0.8816802141366221,0.8909774436090225
1,CP Sum,True,0.8985,0.8963927710551887,0.891848694725626
1,CP Minimax,True,0.8885,0.886572050089557,0.8946622579121398
1,DKW Sum,True,0.8985,0.8963927710551887,0.891848694725626
1,DKW Minimax,True,0.8915,0.8898325685206178,0.8971076339497392
2,Baseline,True,0.502,0.0632455532033676,0.00796812749003984
2,SMOTE,True,0.9295,0.9294406920293515,0.9302325581395349
2,Balanced Weights,True,0.9295,0.9293535387569146,0.9306443679291687
2,BMR,True,0.922,0.9212572930511866,0.9247830279652844
2,Threshold,True,0.922,0.9212572930511866,0.9247830279652844
2,Slacks Deltas,True,0.912,0.9100241755030467,0.9169811320754717
2,Min Deltas,True,0.9155,0.9138763592521693,0.9198672356567094
2,Max Deltas,True,0.917,0.9156358446456757,0.920952380952381
2,Avg Deltas,True,0.9155,0.9138763592521693,0.9198672356567094
2,F Deltas,True,0.8905,0.8855777774989614,0.8998628257887518
2,CP Sum,True,0.922,0.9212572930511866,0.9247830279652844
2,CP Minimax,True,0.8775,0.8707663291606997,0.889490302210194
2,DKW Sum,True,0.922,0.9212572930511866,0.9247830279652844
2,DKW Minimax,True,0.8785,0.8720206419575169,0.8901943063714415
3,Baseline,True,0.5115,0.151657508881031,0.044965786901270774
3,SMOTE,True,0.909,0.9085048156173967,0.9061855670103093
3,Balanced Weights,True,0.9155,0.9154397850213852,0.9146033350176856
3,BMR,True,0.916,0.9159213940071496,0.9149797570850202
3,Threshold,True,0.916,0.9159213940071496,0.9149797570850202
3,Slacks Deltas,True,0.8995,0.8970384607139206,0.9057665260196905
3,Min Deltas,True,0.9155,0.9149918032419744,0.9180009704027171
3,Max Deltas,True,0.9095,0.9087265815414447,0.905974025974026
3,Avg Deltas,True,0.9155,0.915385164835,0.9142567224759005
3,F Deltas,True,0.9155,0.9149918032419744,0.9180009704027171
3,CP Sum,True,0.9165,0.9164278476781464,0.9155285786545271
3,CP Minimax,True,0.8885,0.8850254233636455,0.8966156699119147
3,DKW Sum,True,0.9165,0.9164278476781464,0.9155285786545271
3,DKW Minimax,True,0.89,0.8866628446032911,0.8978644382544104
4,Baseline,True,0.5355,0.2664582518894845,0.13258636788048553
4,SMOTE,True,0.924,0.9233742469876448,0.9213250517598344
4,Balanced Weights,True,0.9295,0.9293868946784218,0.928462709284627
4,BMR,True,0.9305,0.93049879097181,0.9303955933900852
4,Threshold,True,0.9305,0.93049879097181,0.9303955933900852
4,Slacks Deltas,True,0.903,0.8997110647313391,0.9099350046425255
4,Min Deltas,True,0.928,0.9278442757273442,0.9292035398230089
4,Max Deltas,True,0.9105,0.9085537958756212,0.9048378522062732
4,Avg Deltas,True,0.928,0.9278442757273442,0.9292035398230089
4,F Deltas,True,0.928,0.9278442757273442,0.9292035398230089
4,CP Sum,True,0.9305,0.93049879097181,0.9303955933900852
4,CP Minimax,True,0.9005,0.8968946426420441,0.9079130032392411
4,DKW Sum,True,0.9305,0.93049879097181,0.9303955933900852
4,DKW Minimax,True,0.901,0.8974413629870198,0.9083333333333333
5,Baseline,True,0.5055,0.10488088481701517,0.021760633036597428
5,SMOTE,True,0.9205,0.9203521065331464,0.9191662430096594
5,Balanced Weights,True,0.92,0.9199733691797823,0.919436052366566
5,BMR,True,0.923,0.9226337301443082,0.9249512670565302
5,Threshold,True,0.923,0.9226337301443082,0.9249512670565302
5,Slacks Deltas,False,,,
5,Min Deltas,True,0.9135,0.911932015009891,0.9178927384907452
5,Max Deltas,True,0.9255,0.9253529056527569,0.9242501270971022
5,Avg Deltas,True,0.9255,0.9253529056527569,0.9242501270971022
5,F Deltas,True,0.9285,0.9284610923458236,0.9291026276648487
5,CP Sum,True,0.925,0.9245761190945827,0.9270428015564203
5,CP Minimax,True,0.879,0.8732931924617299,0.89
5,DKW Sum,True,0.925,0.9245761190945827,0.9270428015564203
5,DKW Minimax,True,0.8825,0.877532905365947,0.8925468678555099
6,Baseline,True,0.5215,0.20736441353327717,0.08245445829338446
6,SMOTE,True,0.9095,0.9073499876012563,0.9034666666666666
6,Balanced Weights,True,0.917,0.9160829656750528,0.913451511991658
6,BMR,True,0.874,0.8661333615558288,0.8573046432616082
6,Threshold,True,0.874,0.8661333615558288,0.8573046432616082
6,Slacks Deltas,True,0.91,0.9075301647879259,0.915651358950328
6,Min Deltas,True,0.9205,0.9190016322074733,0.9244655581947744
6,Max Deltas,True,0.901,0.8979560122856798,0.8930885529157667
6,Avg Deltas,True,0.9015,0.8984987479123162,0.8936859147328656
6,F Deltas,True,0.9195,0.9179422639796034,0.9235880398671097
6,CP Sum,True,0.874,0.8661333615558288,0.8573046432616082
6,CP Minimax,True,0.9285,0.9281767073138606,0.9302098584675451
6,DKW Sum,True,0.874,0.8661333615558288,0.8573046432616082
6,DKW Minimax,True,0.9285,0.9282025640990225,0.9301416707376648
7,Baseline,True,0.518,0.18973665961010272,0.0694980694980695
7,SMOTE,True,0.9135,0.9132228643655392,0.9115089514066497
7,Balanced Weights,True,0.912,0.9118766363933227,0.9106598984771573
7,BMR,True,0.9125,0.9118091905656578,0.909279419388284
7,Threshold,True,0.9125,0.9118091905656578,0.909279419388284
7,Slacks Deltas,True,0.9045,0.9019024337476864,0.9106223678053346
7,Min Deltas,True,0.924,0.9237613328127563,0.9255631733594515
7,Max Deltas,True,0.894,0.8907637172673795,0.8852813852813853
7,Avg Deltas,True,0.894,0.8907637172673795,0.8852813852813853
7,F Deltas,True,0.8925,0.8883951823372299,0.900967296176877
7,CP Sum,True,0.9145,0.9138862073584435,0.9115364718054837
7,CP Minimax,True,0.9075,0.9053452380169678,0.9129411764705883
7,DKW Sum,True,0.9145,0.9138862073584435,0.9115364718054837
7,DKW Minimax,True,0.908,0.9061456836513652,0.9130434782608695
8,Baseline,True,0.5045,0.09486832980505137,0.017839444995044598
8,SMOTE,True,0.907,0.9069206139458955,0.908102766798419
